climate,policy,country,crop,delta_share_median,delta_lo,delta_hi,base_share_median
baseline,insurance,Mali,maize,-0.0005127359181642532,-0.001757010817527771,0.00048689544200897217,0.15205582976341248
baseline,insurance,Mali,tree_crops,-0.02622376848012209,-0.027874989435076714,-0.025105972308665514,0.18448114464990795
baseline,insurance,Mali,tubers,-0.0011009115260094404,-0.0012941872118972242,-0.0008822706586215645,0.006133521150331944
baseline,insurance,Mali,legumes,0.020199546474032104,0.01772899040952325,0.022109959041699767,0.050885338918305933
baseline,insurance,Mali,sorghum_millet,0.04562574252486229,0.04370603710412979,0.047976054251194,0.4340849369764328
baseline,insurance,Mali,teff,0.0,0.0,0.0,0.0
baseline,insurance,Mali,other,-0.01016211323440075,-0.010863800533115864,-0.00945680495351553,0.05913722142577171
baseline,insurance,Mali,rice,-0.02781991846859455,-0.028813477605581284,-0.02682773396372795,0.11286686919629574
baseline,insurance,Mali,wheat_barley,0.0,0.0,0.0,0.0
baseline,insurance,Nigeria,maize,0.04245423339307308,0.04141527786850929,0.04348161444067955,0.16255632415413857
baseline,insurance,Nigeria,tree_crops,-0.010725239524617791,-0.011146542150527239,-0.010242227464914322,0.04676481056958437
baseline,insurance,Nigeria,tubers,-0.09509974252432585,-0.09661246463656425,-0.09382342547178268,0.3071940317749977
baseline,insurance,Nigeria,legumes,0.015250273048877716,0.01454358734190464,0.01589633710682392,0.13231385126709938
baseline,insurance,Nigeria,sorghum_millet,0.06077161803841591,0.059527792036533356,0.06188622862100601,0.2525235004723072
baseline,insurance,Nigeria,teff,0.0,0.0,0.0,0.0
baseline,insurance,Nigeria,other,-0.0014999015256762505,-0.0018162420019507408,-0.0011792676523327827,0.05310905305668712
baseline,insurance,Nigeria,rice,-0.011072458699345589,-0.01153593324124813,-0.010627415031194687,0.04558158293366432
baseline,insurance,Nigeria,wheat_barley,1.9204671843908727e-05,8.61960870679468e-06,2.948290784843266e-05,0.00016407448129029945
baseline,insurance,Tanzania,maize,0.045606665313243866,0.044028446078300476,0.04712005704641342,0.29091310128569603
baseline,insurance,Tanzania,tree_crops,-0.010509377636481076,-0.011207159841433167,-0.010027173673734069,0.053043418331071734
baseline,insurance,Tanzania,tubers,-0.0008598215645179152,-0.0012986985966563225,-0.000496832886710763,0.10385755798779428
baseline,insurance,Tanzania,legumes,0.028942365082912147,0.027518786024302244,0.030396627262234688,0.09253345604520291
baseline,insurance,Tanzania,sorghum_millet,0.01129581918939948,0.010143132414668798,0.012395017314702272,0.025377202546223998
baseline,insurance,Tanzania,teff,0.0,0.0,0.0,0.0
baseline,insurance,Tanzania,other,-0.06805231887847185,-0.0703844465315342,-0.06562555488198996,0.37787464912980795
baseline,insurance,Tanzania,rice,-0.0066336942836642265,-0.007405277341604233,-0.005981037393212318,0.055247485637664795
baseline,insurance,Tanzania,wheat_barley,0.0002451320178806782,0.00015684484969824553,0.0003383492585271597,0.0013386090286076069
baseline,insurance,Uganda,maize,0.0023952648043632507,0.002225395292043686,0.002618052065372467,0.12411375343799591
baseline,insurance,Uganda,tree_crops,-0.047261712490580976,-0.04780258750542998,-0.04676485504023731,0.35854902560822666
baseline,insurance,Uganda,tubers,0.021567337738815695,0.0212176680797711,0.021936405450105667,0.18371026747627184
baseline,insurance,Uganda,legumes,0.020419996930286288,0.02000520587898791,0.020796445664018393,0.2239737471099943
baseline,insurance,Uganda,sorghum_millet,0.011797207407653332,0.01146818045526743,0.012214386835694313,0.04888562299311161
baseline,insurance,Uganda,teff,0.0,0.0,0.0,0.0
baseline,insurance,Uganda,other,-0.008471397450193763,-0.008721880614757538,-0.008202521596103907,0.052016420755535364
baseline,insurance,Uganda,rice,-0.00047763774637132883,-0.0005090748891234398,-0.0004312435630708933,0.008711627568118274
baseline,insurance,Uganda,wheat_barley,0.0,0.0,0.0,0.0
baseline,safety_net,Ethiopia,maize,0.03827730379998684,0.03750927373766899,0.039230767637491226,0.1280706413090229
baseline,safety_net,Ethiopia,tree_crops,-0.09855327801778913,-0.09958606120198965,-0.09714049100875854,0.333287063986063
baseline,safety_net,Ethiopia,tubers,-0.018294626148417592,-0.018739397637546062,-0.01779981830623001,0.06516734918113798
baseline,safety_net,Ethiopia,legumes,0.02600471582263708,0.025275946594774723,0.026604709215462208,0.08825611649081111
baseline,safety_net,Ethiopia,sorghum_millet,0.03514249809086323,0.0342220738530159,0.03585539013147354,0.1144692674279213
baseline,safety_net,Ethiopia,teff,-0.012195656076073647,-0.012685922905802727,-0.011704223230481148,0.07900177966803312
baseline,safety_net,Ethiopia,other,0.01018700038548559,0.009705109056085348,0.01077329576946795,0.09550956659950316
baseline,safety_net,Ethiopia,rice,-0.0005401362141128629,-0.0006067984504625201,-0.0004763541219290346,0.0023708831577096134
baseline,safety_net,Ethiopia,wheat_barley,0.01993483491241932,0.01936773955821991,0.020480139181017876,0.09380923304706812
baseline,safety_net,Malawi,maize,-0.030020959675312042,-0.032771870493888855,-0.027508169412612915,0.6459575667977333
baseline,safety_net,Malawi,tree_crops,0.0012745149433612823,0.0007435604929924011,0.0017696619033813477,0.07890075817704201
baseline,safety_net,Malawi,tubers,-0.0006799609982408583,-0.0008612374076619744,-0.000545196293387562,0.019391698064282537
baseline,safety_net,Malawi,legumes,0.03180573042482138,0.029667777940630913,0.0341898649930954,0.17109413258731365
